label,text
siata,Que frío tan delicioso pa estar durmiendo con todas las cobijas encima.  Pero noooo... Yo.Sigo.Haciendo.El.Puto.Perfil. 🙃🙃🙃🙃🙃
siata,De esos fríos para extrañar.
nosiata,Noooo mk yo disque a lavarme el cabello a esta hora y con este frío no me crea tan marica.
nosiata,Tengo muchísimas ganas de nadar. Bajaría a la piscina pero este frío no me colabora.
nosiata,Que frío pa’treintahpta como estudio así con esta tembladera?
siata,Quejesta delicia de frío la que amaneció haciendo en Medellín así es feliz cualquiera. Al menos yo sí!
siata,Que rico este frío ome
nosiata,Yo estudiando para una sustentación y los de ing me ponen los inquietos no sean así que está muy temprano está haciendo frío y soy débil.
nosiata,Señor Jesucristoooooo qué es este frío y yo sin saco😭
siata,@cuervoji Frío tan triple JJ Rendón
nosiata,Parce qué frío no me provoca ni sacar un dedo fuera de la cobija ❄️❄️❄️❄️😞
nosiata,Que frío tan Petro! https://t.co/3xfNeAOAj7
siata,Me voy a morir del frío.
nosiata,Hermoso gol Zeballos pecho frío hijueputa 😍
nosiata,@Jomrr27 El menos maluco es el de uva cuando está frío
siata,Medellín el frío la lluvia @JamesBayMusic y @zoetheband. Nada más.
siata,A veces soy tranquilo otras veces frío como el hielo.
siata,Debería ser ilegal tener clases con este frío.
nosiata,Qué ganas de irme a aguantar frío este fin de semana en capital.
nosiata,Qué ganas de irme a aguantar frío este fin de semana a la capital.
nosiata,@TOTWprediccion 1 - 2 (Cristiano)
nosiata,Los Simpson lo hacen de nuevo! Predicen la #CapturaSantrich  @LosSimpsonMX #PrediccionSimpson #FARC Vaya! no era qu… https://t.co/Yz99IHoW5l 
nosiata,"Parce a mí me cae mal esa gente que es toda ""vibra positiva"" ""buenos vientos"" ""buenas energías"".  Demasiado positivismo. Ew."
siata,Los primeros rayos del sol sobre el noroccidente de #Medellín hoy. https://t.co/y12jqheW1a
siata,Tormenta eléctrica - Medellín #slowmotion #rayos #thunder #lighting #medellin #Colombia @… https://t.co/QdlWu5im7u
nosiata,@HernandezPosada ¡El café estuvo deli y la compañía inmejorable! Definitivamente debo poner a 🇨🇷 en mi radar para visitar 😌
nosiata,A mí nunca me interesa agradarle a nadie con tal de que mi novio y mi familia me quieran todo está bien. Los demá… https://t.co/atL3aYScIP
nosiata,@LeoArGar @radariv @MeDicenWally Nadie se une a una secta para tener que pensar por sí mismo.
nosiata,@mariapezz Hola María José. Nuestro DJ busca con cada canción agradar el viaje de todos nuestros viajeros. Nos sat… https://t.co/NeiRcL1BQR
siata,Días nublados en #Medellin 🌥 #colombia #instacolombia #instamedellin en Medellín Antioquia https://t.co/cPAJ9PLgIy
siata,@sttmed Los ambientalistas si evaluaron q cuando el clima es muy nublado sobre la ciudad no ayuda a eliminar los ga… https://t.co/UgdNuuiZuH
nosiata,El desconocimiento de las tecnologías por parte de los padres aumenta la vulnerabilidad de los niños en redes socia… https://t.co/kQjOxWSga8
nosiata,#acumuladoresenvigado #chupacorreios #ehpacotetodosantodia
nosiata,Problemas del mundo real: se me dañó la lavadora y tengo ropero acumulado.
nosiata,#ACUMULADOS!! GOLES en sus carreras:25-Diego Valdés 15-Alexis Henriquez. @monchigolm @RICHENAO https://t.co/FhAy81TZ9p
siata,@Alejomejiabeta van varios d?s en que a esa hora precisamente llueve y truena muy feo. Qu?explicaci? tendr?eso @siatamedellin?
siata,Cae granizo a esta hora de la madrugada ac?en Laureles La Castellana occidente de Medell? @siatamedellin @Clima24_7 @IDEAMColombia
siata,Fuerte aguacero esta madrugada! En Medellin @siatamedellin @NoticiasCaracol @elcolombiano https://t.co/5px3AIh9le
siata,@siatamedellin #SiataApp aunque bajo la lluvia caen algunas descargas el?tricas a est?hora.
siata,@siatamedellin @Areametropol pensaba que eran ideas m?s ese d? no pod? respirar y ten? mucho dolor de cabeza siempre
siata,@siatamedellin: 06:27 #SIATAnoticias Se aproximan varios sistemas de lluvias al oriente valle mientras se disipan. https://t.co/vUjH3yH3uR
siata,Hermoso atardecer para terminar la semana. #Envigado #Medellin. @siatamedellin #sinfiltros #LGG4 https://t.co/dqaNPv2sO0
siata,@luisyepesb Fr? amanecer en Barbosa Antioquia hoy s?ado 27 Agosto 2016 @siatamedellin @genteconvos #FelizSabado https://t.co/QfcAsL3K5Y
siata,Nubosidad y lluvia en amanecer de Envigado y Sur del área. @siatamedellin @soydeituango @luisyepesb #FelizSabado https://t.co/KkKhPGnJ0n
siata,@siatamedellin @AlcaldiaItagui @Sabanetadetodos @AlcaldiaEnv @MLaEstrella @CaldasAlcaldia. Noche de lluvias intensas en el sur ......!!!
siata,Yo leo al @siatamedellin cuando tuitea que Acumulado moderado con estos lapos de agua y me da miedo imaginar el d? que llueva duro pa ellos
siata,Dice director @siatamedellin en @elcolombiano que fen?eno de contaminaci? solo fue jueves. Pues lo he visto hace 1 semana
siata,?Ya tiene @siatamedellin reporte de estaciones de monitoreo del aire en esta madrugada tambi? lluviosa como ayer? @Areametropol
siata,Neblina y lluvias en amanecer de Envigado y Sur del área. @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran https://t.co/DZFWcK8hph
siata,Si alguien me dijera que hoy est?lloviendo por el resto del a? en Medell? estar? tranquilo. Qu?lapo!!!O no @siatamedellin ?
siata,@sortegarango @siatamedellin @Areametropol Mira esto @luis_quevedo hablando de ciencia datos y ciudadan? (?en Medell?!).
siata,Carlos Hoyos director de @siatamedellin nos explica las causas de la concentraci? de contaminantes en la atm?fera https://t.co/ap8L22uo05
siata,#CiudadanosCient?icos del @siatamedellin muestran calidad de aire deficiente en el sur. @Areametropol https://t.co/qRUbVt0mEO
siata,Otra vez contaminaci? en #Medellin y el sur o es bruma normal? @siatamedellin @Areametropol @AlcaldiadeMed @FicoGutierrez @RaulCardonaENV
siata,@siatamedellin ver el pronóstico en la ma?na abrir el closet decidir usar vestido y no bra dejar la sombrilla... y toma el aguacero!
siata,@siatamedellin fuerte aguacero con granizada incluida https://t.co/tkoPwKlJ2K
siata,@CaracolMedellin que tal si le hago caso al informe @siatamedellin de las 12 del medio d? me moj?jaajaja
siata,@luisyepesb @siatamedellin Medellin porfa env? un poquito de agua para Ibagu?siata Lluvia fuerte en el sur de #Medell?. @siatamedellin https://t.co/X4gJY2Xd8m
siata,@siatamedellin @Areametropol @AlcaldiadeMed @DAGRDMedellin @sttmed @EnCicla @PITS_Medellin confirmado el granizo en el barrio La Milagrosa
siata,Que aguacero tan impresionante en Medellin @siatamedellin
siata,Noooooooo el @siatamedellin me minti?y ahora me voy a emparamar :(
siata,@siatamedellin muchas gracias por responder a mi inquietud
siata,Delegados de @EUROCLIMA_UE_AL conocieron hoy la experiencia @siatamedellin y su aporte a la Gesti? del Riesgo https://t.co/n9ffpBc9Gw
siata,@siatamedellin @EUROCLIMA_UE_AL @Areametropol @europeaid @UEenColombia Sigan adelante con la excelente funci? que brinda el SIATA
siata,Buenos d?s Medellin nos espera otro d? muy caluroso @siatamedellin @PlanetarioMed @elcolombiano @AlcaldiadeMed https://t.co/5WHs4K4qxV
siata,@siatamedellin Hola amigos mi Nube no est?registrando los datos. :(
siata,#Medell? | La ciudad registra altas temperaturas. Lo cierto es que estamos a m? de 30 grados. ?????????? @siatamedellin https://t.co/9uBa04qZvM
siata,Quisiera saber a cu?to subi?la temperatura hoy en nuestra ciudad #medellin el calor es intenso @siatamedellin
siata,@siatamedellin cada cu?to se publican estos videos? Hay continuidad para ver cualquier hora del d?? Interesante el amanecer y atardecer
siata,@siatamedellin existe acceso web al monitoreo del clima por webcam?
siata,@siatamedellin @Clima24_7 @canalclima @ClimateReality @IDEAMColombia tarde soleada y calurosa. San Javier Medell?. https://t.co/rhIRiJ4c9h
siata,@PaulaACarmona @siatamedellin y as?como Ud las mujeres hermosas de Medell? ?
siata,As?son las tardes de la hermosa Medell?. @siatamedellin https://t.co/8qnLX8nMVq
siata,Suroccidente de #Medell? desde El Poblado. @siatamedellin https://t.co/WO4pOZetyo
siata,@siatamedellin @AlcaldiadeMed https://t.co/j4q7YL0efJ Me ayudan con este estudio de mercados no les quitar?dos minutos gracias!
siata,@siatamedellin @Areametropol https://t.co/j4q7YL0efJ Me ayudan con este estudio de mercados no les quitar?dos minutos gracias!
siata,Encuentros para el aprendizaje de los territorios. @Areametropol @siatamedellin @MinAmbienteCo @DNP_Colombia https://t.co/Gzruj7ujkp
siata,Encuentro de expertos latinoamericanos para conocer @siatamedellin del Valle de Aburr?@Areametropol @MinAmbienteCo https://t.co/0KlX3ykeqI
siata,@EUROCLIMA_UE_AL conocen el sistema de gesti? de riesgos y @siatamedellin del Valle de Aburr?@Areametropol. https://t.co/ZJPSz1swf7
siata,? cuando volvemos a tener las estaciones calibradas? @siatamedellin @Areametropol @AlcaldiadeMed @EPMestamosahi https://t.co/MCF39KNhoC
siata,@Areametropol @siatamedellin No se ve bien la calidad del aire hacia el sur. https://t.co/NiF0HRjmni
siata,Hermosa nubosidad en amanecer de la eterna primavera. @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran https://t.co/NhOgdSP0yB
siata,Nubes claras en el amanecer de #Medell?. @siatamedellin https://t.co/AogGL0Z4Qn
siata,Retweeted SIATA (@siatamedellin): #ReporteICA | As?est?la #CalidadDelAire en el Valle de Aburr?(Datos ?ltimas... https://t.co/VGPosBzLKp
siata,Cordial saludo. Muchas gracias @PiliRpoMesa @siatamedellin @PlanetarioMed
siata,@FicoGutierrez @JOHAURIBEVELEZ @siatamedellin Buenos dias a todos. No tan nublado en Bogot? exitos a todos.
siata,Buenos d?s para todos. As?amanece hoy nuestra ciudad. Un d? espectacular ????????. Gracias @siatamedellin https://t.co/WVIbImamqL
siata,As?amanece Medell?. @soydeituango @luisyepesb @Mariapiedadaran @LUISJCO @siatamedellin @CaracolMedellin @llanedt https://t.co/7n70143FOz
siata,Despite the obscure not user friendly XML data used by @siatamedellin i got realtime PM2.5 data! @openHAB #openhab https://t.co/uO8eEQiSbi
siata,@siatamedellin @Areametropol se cuida y ella responde creciendo. Pura vida https://t.co/7rudmcx6BW
siata,"@siatamedellin Saludo En cuanto a lluvias que diferencia hay entre ""mm"" y ""mm/h"" Como se interpretan sus respectivos valores Gracias"
siata,Retweeted SIATA (@siatamedellin): Temperaturas m? m? y promedio registradas el 18 de agosto en los municipios... https://t.co/RWTK8iNOYD
siata,@PabloLoaizaB ?Buenos d?s! Te contamos que con @siatamedellin publicamos reporte diario de #CalidadDelAire. Informaremos si hay anomal?s
siata,@vivimulata con el @siatamedellin se revisa constantemente estas nubes para alertar en caso de emergencia ambiental. Gracias por tu reporte.
siata,@siatamedellin Ojal?no cause estragos a los m? pobres
siata,Esta lluvia ? tormenta ? vendaval ? o Como Se llame da susto! ????? @siatamedellin
siata,@siatamedellin fuertes vientos en envigado https://t.co/hEKbTpj4tj
siata,@siatamedellin @AlcaldiadeMed muchas gracias por la pronta respuesta e informaci?. Se ha sentido muy duro pero sin inconvenientes.
siata,Gran viento huracanado en la zona Centro Oriental de Medellin. @siatamedellin
siata,@siatamedellin vientos muy fuertes en barrio buenos aires oriente de medellin.
siata,@siatamedellin Fuertes lluvias con vientos r?idos en el corregimiento de San F?ix - Bello
siata,En los ?ltimos d?s han aumentado las tormentas el?tricas en Medell?. Alguna raz? especial @siatamedellin?
siata,El aguacero!. Desde los Balsos x la Inferior @siatamedellin https://t.co/r1fSB5mXkI
siata,?????Se acerca una fuerte tormenta ?. Foto tomada desde los Balsos x Inferior @siatamedellin https://t.co/Qdj4lVfaAg
siata,Vendaval miedoso en El Poblado #Medellin @siatamedellin @AlcaldiadeMed
siata,@siatamedellin atipico huracanado y extra? viento en Santa Elena que saben al respecto?
siata,@siatamedellin Saludos amigos hemos enviado una informaci? v? DM. ?Muchas gracias!
siata,@siatamedellin @Areametropol fuertes lluvia y Vientos en manrique! https://t.co/rYO9vWhzIq
siata,@LuisGMurillo @Areametropol @siatamedellin @MinAmbienteCo propongo pico y placa para todas las motos y revisi? a todos los buses y taxis
siata,"""El equipo de @siatamedellin demostr?su liderazgo eficiencia y profesionalismo al ser instrumento base durante la crisis"" @EugenioPrieto"
siata,.@siatamedellin la herramienta t?nica del @Areametropol nos permite trabajar por la #CalidadDelAire en el VdeA. https://t.co/kjZeNEKzoe
siata,"""Instrumento de monitoreo a la #CalidadDelAire @siatamedellin demostr?ser una herramienta eficiente durante contingencia"" @MinAmbienteCo"
siata,.@siatamedellin la herramienta t?nica del @Areametropol es modelo para la regi? y el pa?. #CalidadDelAire @MinAmbienteCo @GobAntioquia
siata,@siatamedellin @ParqueExplora @Areametropol  quiero desarrollar un invento tengo 63 a?s y los necesito para asesor?
siata,Amanecer con neblina y lluvia en Medell?. @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran #FelizJueves https://t.co/KtioqhrV7A
siata,Neblina y lluvias en amanecer de Envigado y Sur del área. @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran https://t.co/rsHZ871aoi
siata,As?luce el norte del valle de aburra acompa?da con esa hermosa ? @Telemedellin @siatamedellin https://t.co/aTmtuu3N11
siata,@siatamedellin @elcolombiano relampagos a esta hora norte Bello Copacabana https://t.co/yz92T61DEl
siata,@Clima24_7 @siatamedellin @AlcaldiadeMed #luna #Medell? 6 pm https://t.co/RXDE66Qd58
siata,@genteconvos @siatamedellin @luisyepesb @soydeituango @Mariapiedadaran Yo solo veo la gran cantidad de contaminaci?.
siata,#FelizMartes. Encuentra en @siatamedellin @Areametropol el pronóstico del tiempo para los #TerritoriosIntegrados https://t.co/gDc3GCw97d
siata,Aparecen los nevados en amanecer de Itagui y la Estrella. @siatamedellin @luisyepesb @soydeituango @Mariapiedadaran https://t.co/wRMCqNQggc
siata,Nubosidades en amanecer de Envigado! @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran @LUISJCO @llanedt https://t.co/QQr7rhFhHO
siata,"Volvi?el cielo de la ""eterna primavera"" #Medell?. @siatamedellin https://t.co/1tbNr7gKqa"
siata,"La ""eterna primavera"" tambi? tiene sus ma?nas fr?s grises y lluviosas. #Medell?. @siatamedellin https://t.co/yWPy68hxn3"
siata,Andaba en las nubes ? @ncjimenezgil @RobayoColombia @juanbedoya73 @wilcheschaux @siatamedellin @damadenovelas https://t.co/LTYgzjURJ4
siata,@PiliRpoMesa @EugenioPrieto @Areametropol @siatamedellin @AmbienteAnt as?est?el del suroeste https://t.co/WuIW1G4LZU
siata,para los que no madrugan el s?ado este es el arco iris de las 550 am @PlanetarioMed @siatamedellin @AlcaldiadeMed https://t.co/K55RjbQlgi
siata,@EugenioPrieto @siatamedellin @Areametropol Y por las noches en ciertas partes que se sienten esos olores a quimicos fuertes...
siata,As?amaneci?Medell? vista desde el aeropuerto Olaya H. @wilcheschaux @ramirociencia @siatamedellin @Vanegatiss https://t.co/IVdvPoWbPd
siata,@siatamedellin As?amanece en la eterna primavera! https://t.co/G5lR1gdrBC
siata,@siatamedellin #SiataApp expectacular amanecer en la estrella https://t.co/xO4E1JDPlZ
siata,Medell? que linda eres!! @siatamedellin amanecer desde Bello Antioquia. https://t.co/eyFfji4qOx
siata,@Areametropol @EugenioPrieto @AlcaldiadeBello @PiliRpoMesa @siatamedellin @LowCarbon_Cy @CadenaGaitan @LaCiudadVerde cu?do el foro? Nosabua
siata,@MarinaOrtizT @AlcaldiadeMed @siatamedellin que belleza!
siata,@AlcaldiadeMed @siatamedellin https://t.co/J9600uJzo5
siata,#Envigado una tarde de intenso verano. @siatamedellin @Areametropol 17:31P.M. https://t.co/tBF8K2kaCL
siata,Muchas gracias por el reporte. Nos vemos en PB Guayabal @siatamedellin @AlcaldiadeMed @Areametropol @sttmed @DAGRDMedellin @BibliotecasMed
siata,@siatamedellin @Areametropol cuando tendremos ciudadanos acceso a informaci? v? web Services JSON o xml de informaci? ?
siata,Gracias a @siatamedellin por esta buena informaci? para el inicio del puente festivo #TerritoriosIntegrados https://t.co/k0HhpU7Ifj
siata,Claro amanecer en Sabaneta Itagui y la Estrella. @siatamedellin @CaracolMedellin @soydeituango @luisyepesb @llanedt https://t.co/J4HtKGs9n7
siata,Nubosidades amanecer Envigade?. @siatamedellin @CaracolMedellin @RaulCardonaENV @soydeituango @luisyepesb @LUISJCO https://t.co/ttaPaVkpaN
siata,@siatamedellin NASA Earth Exchange Global Daily Downscaled Projections (NEX-GDDP) dataset https://t.co/riN89oR8EB @offrayLC @kleper
siata,@siatamedellin Buenas tardes q probabilidad de lluvia hay para Medellin esta noche?
siata,@Clima24_7 @siatamedellin #Medell? 4 44 pm https://t.co/UuMEo34Kbm
siata,@siatamedellin @Clima24_7 #edificio #coltejer #medellin https://t.co/OP1W0YllPX
siata,@victornet909 @siatamedellin @Areametropol esas zonas son industriales normal que esten as? siata Hermoso amanecer Envigado y Sur área Metrop @soydeituango @siatamedellin @luisyepesb @Mariapiedadaran #FelizJueves https://t.co/G4OLNZAniS
siata,Buenos d?s Medellin nos espera un d? muy caluroso @Clima24_7 @siatamedellin @PlanetarioMed @elcolombiano https://t.co/Tfb0EiOsrA
siata,Desde el oriente el sol nos dice que ser?un buen d? @siatamedellin https://t.co/exnvGbSkho
siata,#Envigado 05:55 A.M @siatamedellin comienza un bello d?. https://t.co/aH990F80tC
siata,@siatamedellin 3- computadores de escritorio que no permiten hacer zoom podamos tener acceso a la infopodr?n volver los tama?s anteriores
siata,@siatamedellin 2- la informaci? aparece en la parte derecha pero muy peque?tahay forma de mejorar eso par los que vemos la pagina desde
siata,@siatamedellin 1-Gracias por respondermeencuentro que al abrir Redes esta toda la informaci? de nivel de quebradas y precipitacion pero
siata,@ELTIEMPO as?estaba el clima a la hora del accidente de la avioneta en santa barbara @siatamedellin https://t.co/2skCv51E5X
siata,@elcolombiano as?estaba el clima a la hora del accidente de la avioneta en santa barbara @siatamedellin https://t.co/rlrPqVfqLq
siata,@maurospina1223 Te compartimos video que explica de qu?se trata ?gracias por escribirnos! https://t.co/Jhrze07XIv (2) cc @siatamedellin
siata,@maurospina1223 Hola @siatamedellin monitorea calidad del aire. En la ma?na la estabilidad atmosf?ica impide la dispersi? vertical (1)
siata,@siatamedellin tambi? participa en la Feria del Buen Vivir del @PolitecnicoJIC. Estamos cambiando el chip ambiental https://t.co/JYFpv5ikCw
siata,Nubosidades sobre la eterna primavera. @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran #FelizMiercoles https://t.co/oJYYoU0b80
siata,@siatamedellin @PlanetarioMed buenas noches deber?n informar en conjunto las condiciones climaticas para el próximo puente... (1/2)
siata,Que buena informaci? del clima nos proporciona @siatamedellin y con el apoyo de la No. 10 el @Areametropol gracias
siata,Nubosidades en amanecer de Envigado y platillo sobre Itagui y la Estrella. @siatamedellin @soydeituango @luisyepesb https://t.co/WhVZO6kpwt
siata,@siatamedellin Que bueno que volvieron esas imagenes de los sistemas. Felicitaciones #SIATAnoticias
siata,#Envigado @siatamedellin 18:37 P.M. Baj?la temperatura est?a que nos cocin?amos. https://t.co/CbOSMpzliy
siata,As?amanece la eterna primavera! #FelizLunes @siatamedellin @soydeituango @luisyepesb @Mariapiedadaran @LUISJCO https://t.co/KZP0lqmKwq
siata,Hermoso amanecer Envigado y Sur del área. @siatamedellin @RaulCardonaENV @soydeituango @luisyepesb @Mariapiedadaran https://t.co/uN9nWFdkbz
siata,Buenas @siatamedellin mejor llevar chaqueta y paraguas esta noche al Atanasio?
siata,Un hermoso d? para disfrutar del #DesfileDeSilleteros en la #FeriaDeLasFlores. @siatamedellin @Areametropol https://t.co/QiCKKIJBUi
siata,#FelizDomingo. Encuentre en @siatamedellin @Areametropol el pronóstico del tiempo para los #TerritoriosIntegrados https://t.co/EStViMK7j5
siata,@Areametropol @ambientemed @emergenciaAMVA @EugenioPrieto @Teleantioquia @PiliRpoMesa @siatamedellin @Telemedellin Ser?que nos alegramos?
siata,#FelizSabado. Encuentre wn @siatamedellin @Areametropol l para pronóstico del tiempo para los #TerritoriosIntegrados https://t.co/NyWXKp6pBB
siata,@Clima24_7 @siatamedellin @AlcaldiadeMed #Medell? #FeriaDeLasFlores #centroadmistrativolaapujarra https://t.co/PlGxIE2Dql
siata,@plazamayormed @AlcaldiadeMed @siatamedellin @Clima24_7 #medellin 2 pm viernes #FeriaDeLasFlores https://t.co/CpJKkJ83og
siata,@siatamedellin @Clima24_7 @AlcaldiadeMed @MAMmedellin #Medellin 3 pm #FeriaDeLasFlores https://t.co/fqr9Np1BuG
nosiata,No amix lo unico que puede extraer de ti es que eres as? facil que la tabla del 1 y ya sab
nosiata,Panas estas historias de personas venezolanas que viven en #Argentina nos llenaron de alegr? porque est? llenas? https://t.co/EehRhj0GKG
nosiata,Esta hablando de el mismo viola personas secuestradas y quema magistrados y todav? cree que es una alternativa p https://t.co/IUx01jC7uB
nosiata,Que descaro el de Mindefensa juzgando candidatos mientras en el Catstumbo la gente clama por ayuda@BluRadioCo
nosiata,No creas que porque guardo silencio estoy dejando pasar las cosas recuerda que tu actitud repercute en el futuro
nosiata,Por que pensamos en el mejor regalo #ParaMam? ?En esta fecha tan especial cu? es tu muestra de amor para ella y la m? ideal para ti?
nosiata,Nueva semana nuevos retos y siempre pidiéndole a Dios que siempre conduzca el barco de mi vida
nosiata,@ColombiaHumana_ @petrogustavo El comunismo genera hambre y miseria. A enredar al atrio.
nosiata,Pa que vean pues como es que va la vaina prepar?dome para la elecciones o para las selecciones? https://t.co/oS9dKOe51E
nosiata,Yo intento pero nunca salgo del abismo y todo queda en nada... Mis gritos hacen eco al fondo de la nada mientras? https://t.co/SAbO2IPYXR
nosiata, todos siempre piensan Saber m? de la cuenta Lo sienten lo conversan Y de ello se alimentan...
nosiata,Ayer fueron unos amigos a conocer mi nido y ella subi?esa foto y puso las banderas de Ecuador y Armenia en lugar d? https://t.co/jGdPDK6Rm5
